0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,26.00,27.00,25.00,27.00,27.00,27.00,26.00,27.00,25.00,26.00,27.00,27.00,27.00,26.00,27.00,27.00,26.00,25.00,27.00,26.00,24.00,23.00,26.00,24.00,25.00,28.00,25.00,27.00,24.00,28.00,27.00,25.00,26.00,24.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,25.00,28.00,27.00,26.00,26.00,27.00,24.00,27.00,27.00,27.00,27.00,27.00,24.00,27.00,28.00,27.00,26.00,26.00,26.00,24.00,27.00,22.00,25.00,23.00,23.00,26.00,26.00,28.00,26.00,27.00,27.00,27.00,26.00,24.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,25.00,27.00,25.00,28.00,27.00,27.00,27.00,27.00,27.00,23.00,27.00,24.00,27.00,24.00,27.00,27.00,24.00,26.00,27.00,27.00,28.00,24.00,26.00,26.00,26.00,25.00,26.00,25.00,25.00,24.00,24.00,24.00,24.00,25.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,26.00,27.00,24.00,27.00,25.00,28.00,27.00,26.00,27.00,26.00,26.00,27.00,26.00,28.00,26.00,27.00,25.00,26.00,24.00,19.00,27.00,27.00,26.00,26.00,27.00,27.00,25.00,24.00,25.00,26.00,23.00,25.00,23.00,25.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,27.00,25.00,28.00,25.00,25.00,27.00,26.00,26.00,26.00,26.00,26.00,24.00,26.00,24.00,27.00,26.00,27.00,27.00,26.00,27.00,26.00,26.00,25.00,27.00,27.00,27.00,28.00,25.00,27.00,25.00,23.00,25.00,27.00,27.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,27.00,27.00,24.00,22.00,26.00,27.00,26.00,26.00,21.00,26.00,28.00,24.00,27.00,25.00,26.00,28.00,27.00,22.00,24.00,22.00,23.00,24.00,27.00,27.00,27.00,25.00,26.00,26.00,21.00,27.00,26.00,22.00,23.00,26.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,24.00,27.00,27.00,25.00,27.00,25.00,25.00,26.00,29.00,24.00,25.00,27.00,26.00,27.00,27.00,24.00,26.00,27.00,20.00,26.00,26.00,25.00,26.00,28.00,22.00,26.00,27.00,25.00,28.00,27.00,25.00,28.00,28.00,25.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,27.00,27.00,28.00,23.00,27.00,25.00,27.00,25.00,23.00,25.00,27.00,26.00,26.00,27.00,27.00,27.00,27.00,25.00,25.00,23.00,24.00,26.00,27.00,27.00,26.00,29.00,23.00,26.00,26.00,27.00,28.00,26.00,25.00,26.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,26.00,24.00,27.00,27.00,27.00,27.00,24.00,26.00,25.00,27.00,27.00,27.00,26.00,27.00,27.00,28.00,23.00,26.00,28.00,26.00,27.00,24.00,25.00,27.00,26.00,26.00,25.00,27.00,27.00,25.00,26.00,27.00,25.00,26.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,25.00,24.00,26.00,27.00,26.00,26.00,25.00,26.00,24.00,26.00,25.00,26.00,23.00,26.00,27.00,24.00,26.00,23.00,27.00,28.00,25.00,27.00,25.00,27.00,27.00,24.00,26.00,28.00,26.00,22.00,25.00,27.00,25.00,25.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,26.00,28.00,26.00,23.00,21.00,25.00,28.00,26.00,27.00,22.00,25.00,27.00,27.00,28.00,26.00,23.00,26.00,22.00,26.00,27.00,28.00,25.00,28.00,26.00,27.00,26.00,27.00,25.00,26.00,24.00,24.00,26.00,26.00,25.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,25.00,25.00,23.00,26.00,27.00,21.00,23.00,27.00,26.00,27.00,26.00,26.00,27.00,26.00,27.00,23.00,28.00,27.00,26.00,26.00,27.00,26.00,25.00,25.00,25.00,24.00,25.00,26.00,25.00,24.00,27.00,26.00,27.00,27.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,26.00,26.00,25.00,26.00,25.00,26.00,27.00,27.00,26.00,26.00,25.00,24.00,21.00,26.00,28.00,25.00,21.00,25.00,23.00,27.00,20.00,23.00,26.00,22.00,27.00,27.00,27.00,25.00,28.00,27.00,27.00,27.00,25.00,27.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,27.00,27.00,25.00,27.00,25.00,26.00,27.00,25.00,27.00,25.00,27.00,25.00,24.00,26.00,28.00,26.00,26.00,20.00,27.00,24.00,26.00,26.00,26.00,27.00,27.00,24.00,24.00,25.00,25.00,22.00,25.00,23.00,26.00,26.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,22.00,27.00,25.00,25.00,25.00,26.00,26.00,24.00,26.00,25.00,27.00,29.00,25.00,25.00,26.00,25.00,24.00,22.00,27.00,24.00,25.00,27.00,26.00,27.00,27.00,21.00,24.00,26.00,25.00,22.00,26.00,23.00,26.00,26.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,25.00,27.00,23.00,27.00,28.00,26.00,26.00,27.00,26.00,27.00,27.00,28.00,24.00,28.00,26.00,24.00,27.00,25.00,28.00,25.00,27.00,26.00,24.00,27.00,23.00,24.00,26.00,28.00,20.00,25.00,24.00,27.00,27.00,26.00
22.00,26.00,26.00,27.00,25.00,23.00,26.00,26.00,27.00,25.00,27.00,24.00,27.00,25.00,24.00,26.00,25.00,27.00,25.00,26.00,28.00,24.00,26.00,27.00,25.00,27.00,28.00,26.00,26.00,26.00,26.00,26.00,26.00,24.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
25.00,23.00,24.00,25.00,27.00,26.00,25.00,27.00,28.00,25.00,28.00,23.00,28.00,27.00,25.00,26.00,22.00,23.00,26.00,26.00,25.00,25.00,26.00,27.00,27.00,24.00,27.00,26.00,25.00,26.00,25.00,26.00,27.00,22.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27.00,25.00,27.00,24.00,28.00,28.00,24.00,27.00,26.00,26.00,26.00,26.00,27.00,26.00,24.00,26.00,26.00,24.00,25.00,27.00,28.00,27.00,27.00,25.00,27.00,27.00,27.00,24.00,24.00,28.00,25.00,26.00,27.00,27.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24.00,26.00,24.00,23.00,27.00,23.00,22.00,25.00,28.00,25.00,28.00,22.00,27.00,25.00,26.00,23.00,27.00,26.00,28.00,25.00,27.00,25.00,24.00,28.00,24.00,27.00,28.00,27.00,26.00,26.00,23.00,25.00,25.00,25.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
26.00,25.00,26.00,25.00,27.00,26.00,24.00,26.00,23.00,25.00,24.00,25.00,27.00,27.00,26.00,26.00,24.00,27.00,27.00,27.00,26.00,28.00,27.00,25.00,22.00,25.00,23.00,27.00,27.00,23.00,26.00,26.00,27.00,25.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
25.00,27.00,22.00,27.00,26.00,27.00,27.00,21.00,26.00,26.00,25.00,24.00,25.00,27.00,26.00,25.00,23.00,27.00,27.00,27.00,26.00,27.00,25.00,25.00,26.00,27.00,27.00,27.00,26.00,21.00,27.00,25.00,25.00,25.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27.00,25.00,27.00,26.00,25.00,25.00,27.00,25.00,26.00,27.00,27.00,27.00,24.00,26.00,25.00,25.00,26.00,24.00,27.00,27.00,27.00,27.00,28.00,27.00,27.00,25.00,25.00,27.00,26.00,25.00,21.00,26.00,26.00,26.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
26.00,24.00,27.00,27.00,26.00,26.00,25.00,27.00,25.00,23.00,27.00,28.00,26.00,25.00,26.00,26.00,25.00,25.00,22.00,26.00,24.00,27.00,27.00,26.00,26.00,25.00,27.00,24.00,25.00,28.00,23.00,27.00,27.00,26.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
26.00,24.00,23.00,27.00,23.00,25.00,27.00,26.00,28.00,26.00,26.00,24.00,27.00,26.00,25.00,27.00,27.00,28.00,24.00,27.00,27.00,27.00,26.00,26.00,26.00,26.00,25.00,26.00,26.00,26.00,27.00,27.00,25.00,24.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
26.00,27.00,25.00,24.00,19.00,27.00,27.00,26.00,27.00,23.00,25.00,26.00,22.00,26.00,27.00,27.00,26.00,26.00,26.00,25.00,27.00,27.00,27.00,26.00,21.00,29.00,23.00,25.00,24.00,27.00,26.00,26.00,27.00,26.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
26.00,24.00,26.00,27.00,24.00,27.00,27.00,28.00,27.00,27.00,27.00,27.00,24.00,26.00,26.00,23.00,23.00,27.00,24.00,26.00,27.00,23.00,26.00,26.00,26.00,24.00,25.00,27.00,26.00,22.00,27.00,26.00,25.00,25.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
26.00,24.00,25.00,27.00,24.00,26.00,25.00,24.00,24.00,28.00,26.00,25.00,27.00,26.00,25.00,27.00,27.00,24.00,26.00,27.00,27.00,27.00,26.00,26.00,28.00,25.00,27.00,27.00,25.00,25.00,26.00,25.00,27.00,27.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
22.00,27.00,26.00,26.00,26.00,24.00,27.00,25.00,16.00,27.00,24.00,26.00,27.00,28.00,27.00,27.00,23.00,27.00,26.00,27.00,27.00,24.00,27.00,24.00,24.00,27.00,26.00,27.00,26.00,27.00,26.00,24.00,25.00,29.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
26.00,20.00,25.00,26.00,25.00,24.00,26.00,27.00,24.00,28.00,26.00,25.00,25.00,27.00,26.00,27.00,28.00,25.00,27.00,27.00,24.00,27.00,26.00,26.00,27.00,26.00,26.00,26.00,23.00,27.00,27.00,21.00,24.00,25.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23.00,22.00,28.00,26.00,25.00,26.00,27.00,27.00,26.00,26.00,26.00,25.00,25.00,26.00,27.00,23.00,27.00,26.00,26.00,26.00,27.00,24.00,28.00,24.00,25.00,27.00,27.00,27.00,26.00,28.00,26.00,26.00,26.00,25.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
