0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,11.00,12.00,3.00,13.00,12.00,13.00,10.00,12.00,13.00,10.00,13.00,13.00,13.00,12.00,12.00,13.00,13.00,12.00,11.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,9.00,13.00,13.00,11.00,13.00,8.00,12.00,13.00,12.00,12.00,10.00,12.00,13.00,14.00,13.00,12.00,11.00,13.00,9.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,9.00,11.00,12.00,12.00,13.00,14.00,13.00,12.00,13.00,13.00,12.00,13.00,12.00,11.00,13.00,13.00,11.00,9.00,13.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,12.00,11.00,12.00,11.00,12.00,13.00,7.00,9.00,12.00,13.00,12.00,11.00,13.00,12.00,14.00,13.00,11.00,8.00,11.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,11.00,11.00,10.00,12.00,12.00,10.00,11.00,12.00,13.00,12.00,13.00,12.00,14.00,13.00,13.00,12.00,13.00,12.00,3.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,11.00,11.00,10.00,12.00,11.00,13.00,13.00,13.00,11.00,13.00,12.00,13.00,8.00,10.00,13.00,12.00,9.00,10.00,13.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,10.00,12.00,11.00,13.00,11.00,13.00,13.00,11.00,13.00,13.00,12.00,12.00,13.00,11.00,10.00,12.00,9.00,11.00,12.00
13.00,14.00,12.00,12.00,10.00,11.00,12.00,13.00,12.00,13.00,13.00,9.00,13.00,11.00,12.00,13.00,11.00,10.00,13.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13.00,12.00,13.00,12.00,11.00,12.00,13.00,13.00,13.00,14.00,11.00,11.00,10.00,11.00,9.00,9.00,12.00,11.00,11.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11.00,12.00,11.00,12.00,10.00,13.00,13.00,11.00,12.00,10.00,10.00,12.00,11.00,12.00,13.00,11.00,11.00,11.00,11.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13.00,12.00,13.00,14.00,12.00,13.00,9.00,11.00,11.00,12.00,11.00,13.00,10.00,3.00,13.00,12.00,12.00,10.00,10.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10.00,9.00,12.00,9.00,13.00,12.00,10.00,13.00,12.00,12.00,12.00,13.00,12.00,13.00,11.00,12.00,11.00,12.00,12.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12.00,8.00,13.00,12.00,14.00,13.00,11.00,13.00,12.00,13.00,12.00,13.00,12.00,12.00,13.00,13.00,12.00,12.00,11.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12.00,12.00,12.00,13.00,10.00,13.00,12.00,10.00,7.00,11.00,12.00,11.00,14.00,13.00,8.00,14.00,13.00,10.00,13.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11.00,13.00,12.00,11.00,11.00,11.00,7.00,12.00,12.00,9.00,7.00,14.00,13.00,10.00,12.00,13.00,7.00,11.00,13.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11.00,12.00,10.00,13.00,12.00,10.00,11.00,13.00,13.00,12.00,13.00,10.00,12.00,12.00,13.00,12.00,9.00,12.00,13.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12.00,13.00,11.00,10.00,12.00,8.00,13.00,12.00,10.00,11.00,14.00,12.00,14.00,13.00,12.00,13.00,12.00,13.00,11.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12.00,12.00,12.00,11.00,11.00,10.00,10.00,13.00,7.00,12.00,12.00,12.00,13.00,10.00,12.00,13.00,13.00,12.00,13.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11.00,13.00,11.00,8.00,12.00,8.00,12.00,13.00,12.00,11.00,13.00,12.00,12.00,13.00,10.00,12.00,12.00,13.00,12.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12.00,13.00,12.00,12.00,11.00,11.00,13.00,13.00,9.00,12.00,14.00,10.00,13.00,13.00,12.00,13.00,11.00,12.00,13.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10.00,5.00,9.00,12.00,14.00,12.00,11.00,12.00,13.00,11.00,13.00,12.00,13.00,13.00,13.00,12.00,13.00,14.00,8.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13.00,12.00,13.00,12.00,12.00,12.00,13.00,13.00,11.00,13.00,13.00,13.00,11.00,12.00,14.00,11.00,12.00,13.00,10.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12.00,10.00,11.00,12.00,13.00,12.00,12.00,11.00,13.00,13.00,13.00,14.00,13.00,12.00,13.00,13.00,14.00,13.00,13.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9.00,10.00,11.00,9.00,12.00,13.00,12.00,13.00,12.00,12.00,13.00,11.00,13.00,13.00,12.00,13.00,13.00,12.00,12.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.00,12.00,8.00,12.00,10.00,13.00,11.00,10.00,12.00,9.00,12.00,11.00,9.00,13.00,11.00,11.00,11.00,13.00,9.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12.00,11.00,11.00,13.00,13.00,12.00,11.00,13.00,13.00,12.00,13.00,11.00,9.00,12.00,13.00,9.00,8.00,12.00,10.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13.00,13.00,13.00,12.00,12.00,13.00,10.00,13.00,10.00,13.00,10.00,13.00,13.00,11.00,9.00,13.00,11.00,3.00,13.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
